firm_id,firm_name,razon_social,firm_type,registry_rubros,products_text,classification,code,code_label,in_opex,opex_line,opex_line_name,attribution_type,confidence,evidence,source_url
3782,SUREKSU / TEAMS SPICY BUBBLE,SUGIHARA S.A.S.,service,Marketing y Publicidad Digital; Video juegos,DESARROLLO DE VIDEOJUEGOS; MARKETING DIGITAL,EBOPS,SJ.29,Other business services n.i.e.,n/a (services),,,service,medium,rubro-based mapping to EBOPS 2010 (Other business services n.i.e.),https://www.exportadoresdecordoba.com/single.php?search=3782
693,SYSTEL S.A.,SYSTEL SA,goods,Equipos de Precisión y Medición; Instrumentos y Aparatos; Maquinaria para la Industria Alimenticia; Máquinas y Aparatos,BALANZAS Y BÁSCULAS ELECTRÓNICAS; BALANZAS Y BÁSCULAS ELECTRÓNICAS; BALANZAS Y BÁSCULAS ELECTRÓNICAS; BALANZAS Y BÁSCULAS ELECTRÓNICAS; CORTADORA DE FIAMBRES; IMPRESORES TÉRMICOS,HS4,1601,,no (confidential),29899,Manufacturas de origen agropecuario (confidencial),confidential,high,keyword 'FIAMBRE' matched in product/description text,https://www.exportadoresdecordoba.com/single.php?search=693
265,SYTARI,MOLINOS SYTARI SRL,goods,Cereales; Hortalizas / Legumbres / Hierbas; Preparados Alimenticios; Semillas,GARBANZO; LENTEJAS; MAÍZ PISINGALLO; ARROZ FINO LARGO; SEMILLA DE LINO; TRIGO BURGOL,HS4,1001,,yes,106A,Trigo,clean,high,keyword 'TRIGO' matched in product/description text,https://www.exportadoresdecordoba.com/single.php?search=265
265,SYTARI,MOLINOS SYTARI SRL,goods,Cereales; Hortalizas / Legumbres / Hierbas; Preparados Alimenticios; Semillas,GARBANZO; LENTEJAS; MAÍZ PISINGALLO; ARROZ FINO LARGO; SEMILLA DE LINO; TRIGO BURGOL,HS4,1005,,yes,106B,Maíz,clean,high,keyword 'MAÍZ PISINGALLO' matched in product/description text,https://www.exportadoresdecordoba.com/single.php?search=265
265,SYTARI,MOLINOS SYTARI SRL,goods,Cereales; Hortalizas / Legumbres / Hierbas; Preparados Alimenticios; Semillas,GARBANZO; LENTEJAS; MAÍZ PISINGALLO; ARROZ FINO LARGO; SEMILLA DE LINO; TRIGO BURGOL,HS4,1006,,no (confidential),19899,Productos primarios (confidencial),confidential,high,keyword 'ARROZ' matched in product/description text,https://www.exportadoresdecordoba.com/single.php?search=265
265,SYTARI,MOLINOS SYTARI SRL,goods,Cereales; Hortalizas / Legumbres / Hierbas; Preparados Alimenticios; Semillas,GARBANZO; LENTEJAS; MAÍZ PISINGALLO; ARROZ FINO LARGO; SEMILLA DE LINO; TRIGO BURGOL,HS4,0713,,yes,104C,Legumbres,clean,high,keyword 'GARBANZO' matched in product/description text,https://www.exportadoresdecordoba.com/single.php?search=265
3683,SYTEX,TRIM STUDIOS SRL,service,Software y Tecnología,SOFTWARE SYTEX,EBOPS,SI,"Telecommunications, computer, information",n/a (services),,,service,medium,"rubro-based mapping to EBOPS 2010 (Telecommunications, computer, information)",https://www.exportadoresdecordoba.com/single.php?search=3683
2814,TANTAL TUNGSTEN SOLUTIONS,TANTAL ARGENTINA S R L,goods,Herramientas; Metales y sus manufacturas,CARBURO DE TUNGSTENO EN POLVO; TUNGSTENO METÁLICO EN POLVO; TUNGSTENO EN POLVO PARA EXPLOSIVOS DE CARGA HUECA OIL & GAS; BARRAS CILINDRICAS; BUJES ESPECIALES PARA JET PUMP; CUCHILLAS; MANDRILES; SELLOS Y BOLAS PARA BOMBAS DE EXTRACCIÓN; INSERTOS PARA PETRÓLEO PARA FISHING Y MILLING; PIEZAS DE CARBURO DE TUNSTENO,HS4,8413,,yes,312AB,"Bombas, motobombas, turbobombas y partes",named-aggregate,high,keyword 'BOMBAS' matched in product/description text,https://www.exportadoresdecordoba.com/single.php?search=2814
3162,TARANTO SA,TARANTO S A,goods,Autopartes; Metales y sus manufacturas,TUERCA Y ARANDELA; TORNILLO Y PERNO; EMBRAGUE Y SUS PARTES,HS4,7318,,yes,311AZ,Resto arrabio/fundición/hierro/acero,resto,high,keyword 'TUERCA' matched in product/description text,https://www.exportadoresdecordoba.com/single.php?search=3162
218,TBEH,EQUIPOS AGRO VIALES S.A.,goods,Maquinaria agrícola y partes; Máquinas y Equipos de la Construcción,RODILLO NEUMÁTICO; RODILLO TRITURADOR; RODILLO LISO; RODILLO PATA DE CABRA; NIVELADORA DE ARRASTRE; PALAS DE ARRASTRE; PERFILADOR MÚLTIPLE DE SUELOS; RETRO EXCAVADORA; PALAS CARGADORAS; DESMALEZADORA ARTICULADA,HS4,4011,,yes,304,Cauchos y sus manufacturas,broad-chapter,high,keyword 'NEUMÁTIC' matched in product/description text,https://www.exportadoresdecordoba.com/single.php?search=218
258,TBO TALENT,HONGI S.A.S.,service,Idiomas y Traducciones; Otros Servicios,SERVICIO DE TRADUCCIÓN PROFESIONAL; SERVICIO DE TRANSCRIPCIÓN,EBOPS,SJ.221,Translation and interpretation,n/a (services),,,service,medium,rubro-based mapping to EBOPS 2010 (Translation and interpretation),https://www.exportadoresdecordoba.com/single.php?search=258
3306,TECNOCAMPO SA,TECNOCAMPO S.A.,goods,Cereales; Hortalizas / Legumbres / Hierbas; Oleaginosas,GARBANZO; POROTO MUNG; POROTO NEGRO; POROTO ALUBIA; POROTO NAVY; POROTO COLORADO; TRIGO; MAÍZ PISINGALLO; MAÍZ FLINT; SOJA,HS4,1001,,yes,106A,Trigo,clean,high,keyword 'trigo' matched in product/description text,https://www.exportadoresdecordoba.com/single.php?search=3306
3306,TECNOCAMPO SA,TECNOCAMPO S.A.,goods,Cereales; Hortalizas / Legumbres / Hierbas; Oleaginosas,GARBANZO; POROTO MUNG; POROTO NEGRO; POROTO ALUBIA; POROTO NAVY; POROTO COLORADO; TRIGO; MAÍZ PISINGALLO; MAÍZ FLINT; SOJA,HS4,1005,,yes,106B,Maíz,clean,high,keyword 'maíz' matched in product/description text,https://www.exportadoresdecordoba.com/single.php?search=3306
3306,TECNOCAMPO SA,TECNOCAMPO S.A.,goods,Cereales; Hortalizas / Legumbres / Hierbas; Oleaginosas,GARBANZO; POROTO MUNG; POROTO NEGRO; POROTO ALUBIA; POROTO NAVY; POROTO COLORADO; TRIGO; MAÍZ PISINGALLO; MAÍZ FLINT; SOJA,HS4,1201,,yes,107A,Soja,clean,high,keyword 'soja' matched in product/description text,https://www.exportadoresdecordoba.com/single.php?search=3306
3306,TECNOCAMPO SA,TECNOCAMPO S.A.,goods,Cereales; Hortalizas / Legumbres / Hierbas; Oleaginosas,GARBANZO; POROTO MUNG; POROTO NEGRO; POROTO ALUBIA; POROTO NAVY; POROTO COLORADO; TRIGO; MAÍZ PISINGALLO; MAÍZ FLINT; SOJA,HS4,0713,,yes,104C,Legumbres,clean,high,keyword 'garbanzo' matched in product/description text,https://www.exportadoresdecordoba.com/single.php?search=3306
3427,TECNOLOGIAS E INVERSIONES,TECNOLOGIAS E INVERSIONES S.A.,mixed,Eléctrico y Electrónico; Telecomunicaciones,TELECOMUNICACIONES Y FIBRA ÓPTICA; ALUMBRADO PUBLICO LED,EBOPS,SI.1,Telecommunications,n/a (services),,,service,medium,rubro-based mapping to EBOPS 2010 (Telecommunications),https://www.exportadoresdecordoba.com/single.php?search=3427
2661,TECNUS,TECNUS S.R.L.,goods,Máquinas y Aparatos; Metales y sus manufacturas,SILOS PARA CEMENTO; PLANTAS DOSIFICADORAS; MOTOHORMIGONERAS,HS4,7309,,yes,311AZ,Resto arrabio/fundición/hierro/acero,resto,high,keyword 'SILOS PARA CEMENTO' matched in product/description text,https://www.exportadoresdecordoba.com/single.php?search=2661
2661,TECNUS,TECNUS S.R.L.,goods,Máquinas y Aparatos; Metales y sus manufacturas,SILOS PARA CEMENTO; PLANTAS DOSIFICADORAS; MOTOHORMIGONERAS,HS4,2523,,no (confidential),19899,Productos primarios (confidencial),confidential,high,keyword 'CEMENTO' matched in product/description text,https://www.exportadoresdecordoba.com/single.php?search=2661
5518,TEKNIK ENGINEERING & DESIGN,SKEP SRL,service,"Arquitectura, Diseño e Ingeniería; Software y Tecnología","SERVICIO DE ARQUITECTURA, INGENIERÍA Y DISEÑO; MODELADO DIGITAL 3D; SERVICIOS DE BIG DATA E INTELIGENCIA ARTIFICIAL",EBOPS,SJ.234,Architectural and engineering,n/a (services),,,service,medium,rubro-based mapping to EBOPS 2010 (Architectural and engineering),https://www.exportadoresdecordoba.com/single.php?search=5518
4908,TEXDINAMO,TEXDINAMO S.A.S.,service,Marketing y Publicidad Digital; Software y Tecnología,DESARROLLO DE SOFTWARE; MARKETING Y PUBLICIDAD DIGITAL; IMPLEMENTACIÓN DE CRM,EBOPS,SJ.29,Other business services n.i.e.,n/a (services),,,service,medium,rubro-based mapping to EBOPS 2010 (Other business services n.i.e.),https://www.exportadoresdecordoba.com/single.php?search=4908
3455,THE ORIGINAL GANGSTERS,THROGS S. A.,service,Idiomas y Traducciones; Producciones Audiovisuales; Video juegos,THE BIUMBIS; TRIP ADVENTURE; LUDIFICACIÓN DE EVENTOS; DESARROLLO DE VIDEOJUEGOS; VR PARA EMPRESAS Y MARCAS,EBOPS,SJ.221,Translation and interpretation,n/a (services),,,service,medium,rubro-based mapping to EBOPS 2010 (Translation and interpretation),https://www.exportadoresdecordoba.com/single.php?search=3455
3554,THE TYPESETTER,THE TYPESETTER S.R.L,service,Idiomas y Traducciones; Producciones Audiovisuales,SERVICIO DE TRADUCCIÓN; DISEÑO MULTILINGÜE,EBOPS,SJ.221,Translation and interpretation,n/a (services),,,service,medium,rubro-based mapping to EBOPS 2010 (Translation and interpretation),https://www.exportadoresdecordoba.com/single.php?search=3554
2883,THEYCO,THEYCO SOCIEDAD ANONIMA,goods,Maquinaria agrícola y partes,SEMBRADORA; CUERPO DE SIEMBRA; PARTE PARA SEMBRADORA,HS4,8432,,yes,312AL,Otras máquinas y aparatos mecánicos,broad-chapter,high,keyword 'SEMBRADORA' matched in product/description text,https://www.exportadoresdecordoba.com/single.php?search=2883
703,TIFEC,TIFEC SAICYF,goods,Máquinas y Aparatos; Transporte terrestre y Partes,ENGRANAJES DE TRANSMISIÓN (RECTOS Y HELICOIDALES); ENGRANAJES DE REDUCTOR; CONJUNTOS DE ENGRANAJES; JUEGOS DE PIÑONES Y CORONAS DE DIFERENCIAL; JUEGOS DE SATÉLITES Y PLANETARIOS DE DIFERENCIAL,HS4,8704,,yes,313BB,Vehículos automóviles terrestres,named-aggregate,high,keyword 'camiones' matched in product/description text,https://www.exportadoresdecordoba.com/single.php?search=703
703,TIFEC,TIFEC SAICYF,goods,Máquinas y Aparatos; Transporte terrestre y Partes,ENGRANAJES DE TRANSMISIÓN (RECTOS Y HELICOIDALES); ENGRANAJES DE REDUCTOR; CONJUNTOS DE ENGRANAJES; JUEGOS DE PIÑONES Y CORONAS DE DIFERENCIAL; JUEGOS DE SATÉLITES Y PLANETARIOS DE DIFERENCIAL,HS4,8708,,yes,313BC,Partes y piezas de vehículos y tractores,named-aggregate,high,keyword 'TRANSMISIÓN' matched in product/description text,https://www.exportadoresdecordoba.com/single.php?search=703
5235,TINACROP,TINAREN SOCIEDAD ANONIMA,goods,Cereales; Oleaginosas,MAÍZ PISINGALLO; MANÍ,HS4,1005,,yes,106B,Maíz,clean,high,keyword 'maíz pisingallo' matched in product/description text,https://www.exportadoresdecordoba.com/single.php?search=5235
3561,TINGUA,GUTIERREZ MARQUEZ AGUSTINA,service,Otros Servicios,PRÁCTICAS VOLUNTARIAS Y PASANTÍAS INTERNACIONALES,EBOPS,SJ.29,Other business services,n/a (services),,,service,medium,rubro-based mapping to EBOPS 2010 (Other business services),https://www.exportadoresdecordoba.com/single.php?search=3561
5600,TIPROME,TIPROMEGLOBAL S.A.S.,service,"I+D, Consultores",CONSULTORÍA EN RECLUTAMIENTO IT,EBOPS,SJ.241,R&D services and consulting,n/a (services),,,service,medium,rubro-based mapping to EBOPS 2010 (R&D services and consulting),https://www.exportadoresdecordoba.com/single.php?search=5600
3126,TIPS,TIPS S.A,service,Software y Tecnología,HISTORIA CLÍNICA ELECTRÓNICA (HCE),EBOPS,SI,"Telecommunications, computer, information",n/a (services),,,service,medium,"rubro-based mapping to EBOPS 2010 (Telecommunications, computer, information)",https://www.exportadoresdecordoba.com/single.php?search=3126
1785,TIT CAN GROSS,TIT CAN GROSS SOCIEDAD ANONIMA,goods,Alimentación animal,ALIMENTO BALANCEADO PARA MASCOTAS; ALIMENTO BALANCEADO PARA GATOS; ALIMENTO BALANCEADO PARA ANIMALES,HS4,2309,,yes,212Z,Resto residuos alimenticios y prep. para animales,resto,high,keyword 'ALIMENTO BALANCEADO' matched in product/description text,https://www.exportadoresdecordoba.com/single.php?search=1785
2153,TONADITA,ELCOR S.A,goods,Lácteos,CREMA DE LECHE; MANTECA; QUESO UNTABLE; DULCE DE LECHE,HS4,0405,,yes,203B,Manteca,clean,high,keyword 'MANTECA' matched in product/description text,https://www.exportadoresdecordoba.com/single.php?search=2153
2153,TONADITA,ELCOR S.A,goods,Lácteos,CREMA DE LECHE; MANTECA; QUESO UNTABLE; DULCE DE LECHE,HS4,0406,,yes,203C,Quesos,clean,high,keyword 'QUESO' matched in product/description text,https://www.exportadoresdecordoba.com/single.php?search=2153
2153,TONADITA,ELCOR S.A,goods,Lácteos,CREMA DE LECHE; MANTECA; QUESO UNTABLE; DULCE DE LECHE,HS4,1901,,no (confidential),29899,Manufacturas de origen agropecuario (confidencial),confidential,high,keyword 'DULCE DE LECHE' matched in product/description text,https://www.exportadoresdecordoba.com/single.php?search=2153
3377,TRANSFIL,TRANS - FIL SRL,mixed,Estructuras metálicas y equipos transportadores de sólidos a granel; Máquinas y Aparatos; Reparación y Mantenimiento,REPARACIÓN DE MÁQUINAS; TRANSPORTADOR DE VIRUTA; CENTRAL DE FILTRACIÓN; LAVADORA INDUSTRIAL,HS4,8428,,yes,312AF,"Máquinas para elevación, carga y descarga",named-aggregate,high,keyword 'TRANSPORTADOR' matched in product/description text,https://www.exportadoresdecordoba.com/single.php?search=3377
3377,TRANSFIL,TRANS - FIL SRL,mixed,Estructuras metálicas y equipos transportadores de sólidos a granel; Máquinas y Aparatos; Reparación y Mantenimiento,REPARACIÓN DE MÁQUINAS; TRANSPORTADOR DE VIRUTA; CENTRAL DE FILTRACIÓN; LAVADORA INDUSTRIAL,EBOPS,SB,Maintenance and repair,n/a (services),,,service,medium,rubro-based mapping to EBOPS 2010 (Maintenance and repair),https://www.exportadoresdecordoba.com/single.php?search=3377
2889,TRES MARES,TRES MARES PRODUCTORA S.A.S,service,Producciones Audiovisuales,PRODUCCIONES AUDIOVISUALES,EBOPS,SK.13,Audiovisual and related,n/a (services),,,service,medium,rubro-based mapping to EBOPS 2010 (Audiovisual and related),https://www.exportadoresdecordoba.com/single.php?search=2889
4492,TRIBYLAB,TRIBYLAB S.A.S.,service,Servicios Profesionales,ANÁLISIS DE ACEITES LUBRICANTES,EBOPS,SJ.23,Professional and management consulting,n/a (services),,,service,medium,rubro-based mapping to EBOPS 2010 (Professional and management consulting),https://www.exportadoresdecordoba.com/single.php?search=4492
3915,TRIMIX,TRIMIX S R L,service,Software y Tecnología,DESARROLLO SOFTWARE,EBOPS,SI,"Telecommunications, computer, information",n/a (services),,,service,medium,"rubro-based mapping to EBOPS 2010 (Telecommunications, computer, information)",https://www.exportadoresdecordoba.com/single.php?search=3915
4519,TSA - TRIPS SOUTHAMERICA,TSA S.R.L.,service,Turismo y Viajes,OPERADORA DE TURISMO RECEPTIVO DE AMÉRICA DEL SUR,EBOPS,SD,Travel,n/a (services),,,service,medium,rubro-based mapping to EBOPS 2010 (Travel),https://www.exportadoresdecordoba.com/single.php?search=4519
275,TTE,TUBOS TRANS ELECTRIC S.A.,goods,Eléctrico y Electrónico,TRANSFORMADORES ELÉCTRICOS; TRANSFORMADORES DE POTENCIA; TRANSFORMADORES DE DISTRIBUCIÓN,HS4,8504,,yes,312B,Máquinas y aparatos eléctricos y electrónicos,broad-chapter,high,keyword 'transformadores' matched in product/description text,https://www.exportadoresdecordoba.com/single.php?search=275
3648,TWINS LATIN FILMS,NOCHE CREATIVIDAD S.R.L.,service,Marketing y Publicidad Digital; Producciones Audiovisuales,CONTENIDO PARA REDES SOCIALES; REALIZACIÓN DE DOCUMENTALES; BRANDED CONTENT; PRODUCCIÓN DE SPOTS PUBLICITARIOS; POSTPRODUCCIÓN Y MOTION GRAPHICS; REALIZACIÓN DE VIDEOS INSTITUCIONALES; SERVICIOS DE PRODUCCIÓN AUDIOVISUAL,EBOPS,SK.13,Audiovisual and related,n/a (services),,,service,medium,rubro-based mapping to EBOPS 2010 (Audiovisual and related),https://www.exportadoresdecordoba.com/single.php?search=3648
4275,TZR BOMBAS Y EQUIPOS PARA HORMIGÓN,METALURGICA SERGIO STRAPAZZON S.R.L.,goods,Máquinas y Equipos de la Construcción; Metales y sus manufacturas,SILO; BOMBA DE HORMIGÓN MONTADA SOBRE CAMIÓN Y PLUMA; BOMBA DE HORMIGÓN DE ARRASTRE 50M3/H; PLANTAS DOSIFICADORAS; DOSIFICADORA DE ADITIVOS; SISTEMA DE CARGA; TORNILLO DE TRANSPORTE; MIXER Y MOTOHORMIGONERA,HS4,7318,,yes,311AZ,Resto arrabio/fundición/hierro/acero,resto,high,keyword 'TORNILLO' matched in product/description text,https://www.exportadoresdecordoba.com/single.php?search=4275
4275,TZR BOMBAS Y EQUIPOS PARA HORMIGÓN,METALURGICA SERGIO STRAPAZZON S.R.L.,goods,Máquinas y Equipos de la Construcción; Metales y sus manufacturas,SILO; BOMBA DE HORMIGÓN MONTADA SOBRE CAMIÓN Y PLUMA; BOMBA DE HORMIGÓN DE ARRASTRE 50M3/H; PLANTAS DOSIFICADORAS; DOSIFICADORA DE ADITIVOS; SISTEMA DE CARGA; TORNILLO DE TRANSPORTE; MIXER Y MOTOHORMIGONERA,HS4,8413,,yes,312AB,"Bombas, motobombas, turbobombas y partes",named-aggregate,high,keyword 'BOMBA' matched in product/description text,https://www.exportadoresdecordoba.com/single.php?search=4275
4275,TZR BOMBAS Y EQUIPOS PARA HORMIGÓN,METALURGICA SERGIO STRAPAZZON S.R.L.,goods,Máquinas y Equipos de la Construcción; Metales y sus manufacturas,SILO; BOMBA DE HORMIGÓN MONTADA SOBRE CAMIÓN Y PLUMA; BOMBA DE HORMIGÓN DE ARRASTRE 50M3/H; PLANTAS DOSIFICADORAS; DOSIFICADORA DE ADITIVOS; SISTEMA DE CARGA; TORNILLO DE TRANSPORTE; MIXER Y MOTOHORMIGONERA,HS4,8436,,yes,312AL,Otras máquinas y aparatos mecánicos,broad-chapter,high,keyword 'MIXER' matched in product/description text,https://www.exportadoresdecordoba.com/single.php?search=4275
4275,TZR BOMBAS Y EQUIPOS PARA HORMIGÓN,METALURGICA SERGIO STRAPAZZON S.R.L.,goods,Máquinas y Equipos de la Construcción; Metales y sus manufacturas,SILO; BOMBA DE HORMIGÓN MONTADA SOBRE CAMIÓN Y PLUMA; BOMBA DE HORMIGÓN DE ARRASTRE 50M3/H; PLANTAS DOSIFICADORAS; DOSIFICADORA DE ADITIVOS; SISTEMA DE CARGA; TORNILLO DE TRANSPORTE; MIXER Y MOTOHORMIGONERA,HS4,8705,,yes,313BB,Vehículos automóviles terrestres,broad-chapter,high,keyword 'MOTOHORMIGONERA' matched in product/description text,https://www.exportadoresdecordoba.com/single.php?search=4275
4275,TZR BOMBAS Y EQUIPOS PARA HORMIGÓN,METALURGICA SERGIO STRAPAZZON S.R.L.,goods,Máquinas y Equipos de la Construcción; Metales y sus manufacturas,SILO; BOMBA DE HORMIGÓN MONTADA SOBRE CAMIÓN Y PLUMA; BOMBA DE HORMIGÓN DE ARRASTRE 50M3/H; PLANTAS DOSIFICADORAS; DOSIFICADORA DE ADITIVOS; SISTEMA DE CARGA; TORNILLO DE TRANSPORTE; MIXER Y MOTOHORMIGONERA,HS4,8704,,yes,313BB,Vehículos automóviles terrestres,named-aggregate,high,keyword 'CAMIÓN' matched in product/description text,https://www.exportadoresdecordoba.com/single.php?search=4275
4680,UALABEE,MIAUTOBUS S.A.S.,service,Software y Tecnología,"UALABEE: PLATAFORMA DE INTELIGENCIA ARTIFICIAL Y BIG-DATA QUE INTEGRA RUTAS Y HORARIOS DE TRANSPORTE PÚBLICO, SERVICIOS DE MICROMOVILIDAD Y OPERADORES DE RIDE-HAILING",EBOPS,SI,"Telecommunications, computer, information",n/a (services),,,service,medium,"rubro-based mapping to EBOPS 2010 (Telecommunications, computer, information)",https://www.exportadoresdecordoba.com/single.php?search=4680
1781,VALORA SOY,VALORASOY SA,goods,Aceites; Alimentos Dietéticos; Harinas; Otros Productos Alimenticios,HARINA PRECOCIDA DE GARBANZO; GARBANZO EXPANDIDO; ACEITE DE SOJA; PROTEÍNA DE SOJA TEXTURIZADA; EXPELLER DE SOJA,HS4,1201,,yes,107A,Soja,clean,high,keyword 'SOJA' matched in product/description text,https://www.exportadoresdecordoba.com/single.php?search=1781
1781,VALORA SOY,VALORASOY SA,goods,Aceites; Alimentos Dietéticos; Harinas; Otros Productos Alimenticios,HARINA PRECOCIDA DE GARBANZO; GARBANZO EXPANDIDO; ACEITE DE SOJA; PROTEÍNA DE SOJA TEXTURIZADA; EXPELLER DE SOJA,HS4,1507,,yes,208AA,Aceite de soja,clean,high,keyword 'ACEITE DE SOJA' matched in product/description text,https://www.exportadoresdecordoba.com/single.php?search=1781
1781,VALORA SOY,VALORASOY SA,goods,Aceites; Alimentos Dietéticos; Harinas; Otros Productos Alimenticios,HARINA PRECOCIDA DE GARBANZO; GARBANZO EXPANDIDO; ACEITE DE SOJA; PROTEÍNA DE SOJA TEXTURIZADA; EXPELLER DE SOJA,HS4,0713,,yes,104C,Legumbres,clean,high,keyword 'GARBANZO' matched in product/description text,https://www.exportadoresdecordoba.com/single.php?search=1781
3547,VANOLI Y ASOCIADOS INGENIERIA SRL,VANOLI Y ASOCIADOS INGENIERIA S.R.L.,service,Obras Civiles y Desarrollo Inmobiliario; Otros Servicios; Servicios Ambientales,INGENIERÍA AMBIENTAL; INGENIERÍA CIVIL; INGENIERÍA HIDRÁULICA E HIDROLOGÍA; ARQUITECTURA; INGENIERÍA SANITARIA; DESARROLLO LOCAL,EBOPS,SE,Construction,n/a (services),,,service,medium,rubro-based mapping to EBOPS 2010 (Construction),https://www.exportadoresdecordoba.com/single.php?search=3547
1356,VASQUETTO NUTRICIÓN ANIMAL,CAROLINA VASQUETTO Y ELIO MARINELLI SOCIEDAD SIMPLE,goods,Alimentación animal; Cereales,"MAÍZ; MAÍZ PARTIDO; SOJA DESACTIVADA; PELLET DE ALFALFA; ALIMENTOS BALANCEADOS PARA MASCOTAS; ALIMENTO BALANCEADO PARA ANIMALES: EQUINOS, BOVINOS, CAPRINOS, PORCINOS, AVÍCOLA, OVINO, CUNICULTURA, ACUICULTURA; PREMEZCLA DE CEREALES CONSUMO ANIMAL",HS4,1005,,yes,106B,Maíz,clean,high,keyword 'MAÍZ' matched in product/description text,https://www.exportadoresdecordoba.com/single.php?search=1356
1356,VASQUETTO NUTRICIÓN ANIMAL,CAROLINA VASQUETTO Y ELIO MARINELLI SOCIEDAD SIMPLE,goods,Alimentación animal; Cereales,"MAÍZ; MAÍZ PARTIDO; SOJA DESACTIVADA; PELLET DE ALFALFA; ALIMENTOS BALANCEADOS PARA MASCOTAS; ALIMENTO BALANCEADO PARA ANIMALES: EQUINOS, BOVINOS, CAPRINOS, PORCINOS, AVÍCOLA, OVINO, CUNICULTURA, ACUICULTURA; PREMEZCLA DE CEREALES CONSUMO ANIMAL",HS4,1201,,yes,107A,Soja,clean,high,keyword 'soja' matched in product/description text,https://www.exportadoresdecordoba.com/single.php?search=1356
1356,VASQUETTO NUTRICIÓN ANIMAL,CAROLINA VASQUETTO Y ELIO MARINELLI SOCIEDAD SIMPLE,goods,Alimentación animal; Cereales,"MAÍZ; MAÍZ PARTIDO; SOJA DESACTIVADA; PELLET DE ALFALFA; ALIMENTOS BALANCEADOS PARA MASCOTAS; ALIMENTO BALANCEADO PARA ANIMALES: EQUINOS, BOVINOS, CAPRINOS, PORCINOS, AVÍCOLA, OVINO, CUNICULTURA, ACUICULTURA; PREMEZCLA DE CEREALES CONSUMO ANIMAL",HS4,1214,,yes,107Z,Resto semillas y frutos oleaginosos,resto,high,keyword 'alfalfa' matched in product/description text,https://www.exportadoresdecordoba.com/single.php?search=1356
1356,VASQUETTO NUTRICIÓN ANIMAL,CAROLINA VASQUETTO Y ELIO MARINELLI SOCIEDAD SIMPLE,goods,Alimentación animal; Cereales,"MAÍZ; MAÍZ PARTIDO; SOJA DESACTIVADA; PELLET DE ALFALFA; ALIMENTOS BALANCEADOS PARA MASCOTAS; ALIMENTO BALANCEADO PARA ANIMALES: EQUINOS, BOVINOS, CAPRINOS, PORCINOS, AVÍCOLA, OVINO, CUNICULTURA, ACUICULTURA; PREMEZCLA DE CEREALES CONSUMO ANIMAL",HS4,2309,,yes,212Z,Resto residuos alimenticios y prep. para animales,resto,high,keyword 'ALIMENTO BALANCEADO' matched in product/description text,https://www.exportadoresdecordoba.com/single.php?search=1356
1356,VASQUETTO NUTRICIÓN ANIMAL,CAROLINA VASQUETTO Y ELIO MARINELLI SOCIEDAD SIMPLE,goods,Alimentación animal; Cereales,"MAÍZ; MAÍZ PARTIDO; SOJA DESACTIVADA; PELLET DE ALFALFA; ALIMENTOS BALANCEADOS PARA MASCOTAS; ALIMENTO BALANCEADO PARA ANIMALES: EQUINOS, BOVINOS, CAPRINOS, PORCINOS, AVÍCOLA, OVINO, CUNICULTURA, ACUICULTURA; PREMEZCLA DE CEREALES CONSUMO ANIMAL",HS4,0207,,no (confidential),19899,Productos primarios (confidencial),confidential,high,keyword 'aves' matched in product/description text,https://www.exportadoresdecordoba.com/single.php?search=1356
1742,VECTUS S.R.L.,VECTUS S R L,service,"I+D, Consultores; Software y Tecnología; Telecomunicaciones","SERVICIOS DE CONSULTORÍA DE REDES, ADMINISTRACIÓN DE REDES, SOPORTE TÉCNICO, CENTRO DE ATENCIÓN TELEFÓNICA DE EMERGENCIAS; INSTALACIONES DE EQUIPOS, PUESTAS EN SERVICIO DE REDES DE TELECOMUNICACIONES; SERVICIOS DE AUDITORÍAS, DISEÑOS E IMPLEMENTACIONES DE CIBERSEGURIDAD EN OT; CIBERSEGURIDAD; SERVICIOS DE CONSULTORÍA ESTRATÉGICA DE CIBERSEGURIDAD",EBOPS,SI.1,Telecommunications,n/a (services),,,service,medium,rubro-based mapping to EBOPS 2010 (Telecommunications),https://www.exportadoresdecordoba.com/single.php?search=1742
890,VENTURI HNOS.,VENTURI HNOS S A C I Y F,goods,Maquinaria agrícola y partes,CILINDROS OLEOHIDRÁULICOS; BOMBAS HIDRÁULICAS A ENGRANAJES; FILTRO MAGNETO MECÁNICO; DIRECCIONES HIDROSTÁTICAS; VÁLVULAS DE COMANDO,HS4,8413,,yes,312AB,"Bombas, motobombas, turbobombas y partes",named-aggregate,high,keyword 'bombas' matched in product/description text,https://www.exportadoresdecordoba.com/single.php?search=890
3142,VG AGRONEGOCIOS - FAMILIA GIORDANA OLIVARES,VG S.A.,goods,Aceites; Aceitunas; Cereales; Hortalizas / Legumbres / Hierbas,GARBANZO; MAÍZ; SOJA; ACEITE DE OLIVA EXTRA VIRGEN; ACEITUNA,HS4,1001,,yes,106A,Trigo,clean,high,keyword 'trigo' matched in product/description text,https://www.exportadoresdecordoba.com/single.php?search=3142
